ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),Unnamed: 7,clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
JN-1368,claude-sonnet-4-20250514,Yoruba,Clean Water and Sanitation,39,2025-11-25T21:26:50.803367,Omi mimọ jẹ pataki fun ilera ati igbesi aye wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Clean_Water_and_Sanitation-38,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
IP-4883,claude-sonnet-4-20250514,Yoruba,Climate Action,5,2025-11-25T21:26:50.813438,Gbogbo wa ni o gbudo ba ara wa sise lati daabobo ayika wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Climate_Action-4,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
MA-7658,claude-sonnet-4-20250514,Yoruba,Climate Action,12,2025-11-25T21:26:50.813659,A gbọdọ ṣe igbese lati daabobo ayika wa fun awọn ọmọ wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Climate_Action-11,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,5,0,
WD-7390,claude-sonnet-4-20250514,Yoruba,Climate Action,22,2025-11-25T21:26:50.814022,Gbogbo wa ni o gbọdọ ṣe akitiyan lati daabobo ayika wa lọwọ iyipada oju-ọjọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Climate_Action-21,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
MY-3757,claude-sonnet-4-20250514,Yoruba,Climate Action,23,2025-11-25T21:26:50.814055,A gbọdọ gbe igbese lati daabobo ayika wa fun awọn iran ti nbọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Climate_Action-22,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
SD-4521,claude-sonnet-4-20250514,Yoruba,Climate Action,46,2025-11-25T21:26:50.814777,Gbogbo wa ni o gbodo ṣe akitiyan lati daabobo ayika wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Climate_Action-45,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
DR-2379,claude-sonnet-4-20250514,Yoruba,Crime and Law,3,2025-11-25T21:26:50.720124,Ọlọpaa naa mu ole ti o ji ọkọ ayọkẹlẹ naa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Crime_and_Law-2,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
HC-2697,claude-sonnet-4-20250514,Yoruba,Crime and Law,8,2025-11-25T21:26:50.720292,Ọlọpaa naa mu ole naa ni ọja naa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Crime_and_Law-7,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
QX-9307,claude-sonnet-4-20250514,Yoruba,Crime and Law,9,2025-11-25T21:26:50.720357,Ọlọpaa ti mu ole naa ti o ji owo mi lana.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Crime_and_Law-8,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
IN-4520,claude-sonnet-4-20250514,Yoruba,Crime and Law,23,2025-11-25T21:26:50.720805,Ọlọpaa naa mu ọlẹ ti o ji ọkọ ayọkẹlẹ naa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Crime_and_Law-22,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
KW-9960,claude-sonnet-4-20250514,Yoruba,Crime and Law,39,2025-11-25T21:26:50.721367,Ọlọpaa naa mu alaburuku naa lana nitori pipe ole.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Crime_and_Law-38,claude-sonnet-4-20250514,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,3,3,1,
IW-3878,claude-sonnet-4-20250514,Yoruba,Culture,4,2025-11-25T21:26:50.721829,Àṣà wa ní Yorùbáland jẹ́ ọ̀rọ̀ tí ó ṣe pàtàkì púpọ̀ fún wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Culture-3,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,6,6,0,
PK-3577,claude-sonnet-4-20250514,Yoruba,Culture,11,2025-11-25T21:26:50.722091,Asa Yoruba ni awa npa mo pelu orin ati ijo wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Culture-10,claude-sonnet-4-20250514,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,4,4,3,1,
QR-1161,claude-sonnet-4-20250514,Yoruba,Culture,15,2025-11-25T21:26:50.722213,Àṣà wa ni ohun tí ó ṣe pàtàkì jùlọ nínú ìgbésí ayé wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Culture-14,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
ME-0281,claude-sonnet-4-20250514,Yoruba,Culture,17,2025-11-25T21:26:50.722273,Àṣà wa ni àpẹẹrẹ fún àwọn ọmọdé láti tẹ̀lé.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Culture-16,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
FG-7106,claude-sonnet-4-20250514,Yoruba,Culture,33,2025-11-25T21:26:50.722809,Àṣà wa ní Yorùbáland jẹ́ ohun tí a gbọ́dọ̀ tọ́jú rẹ̀.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Culture-32,claude-sonnet-4-20250514,6 - Easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,5,5,0,
PF-8728,claude-sonnet-4-20250514,Yoruba,Decent Work and Economic Growth,12,2025-11-25T21:26:50.805762,Iṣẹ to dara ati idagbasoke eto-ọrọ jẹ pataki fun awujọ wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Decent_Work_and_Economic_Growth-11,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
NM-0416,claude-sonnet-4-20250514,Yoruba,Decent Work and Economic Growth,25,2025-11-25T21:26:50.806227,Iṣẹ to dara ati idagbasoke eto-ọrọ aje jẹ pataki fun ilọsiwaju awọn agbegbe.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Decent_Work_and_Economic_Growth-24,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,6,6,0,
JX-4859,claude-sonnet-4-20250514,Yoruba,Decent Work and Economic Growth,33,2025-11-25T21:26:50.806457,Iṣẹ́ tó dára àti ìdàgbàsókè ọrọ̀-ajé jẹ́ ìpìlẹ̀ ìlọsíwájú àwùjọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Decent_Work_and_Economic_Growth-32,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
LS-2248,claude-sonnet-4-20250514,Yoruba,Decent Work and Economic Growth,39,2025-11-25T21:26:50.806624,Iṣẹ ti o dara ati idagbasoke ọrọ-aje jẹ pataki fun ilọsiwaju awọn agbegbe wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Decent_Work_and_Economic_Growth-38,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
VG-9589,claude-sonnet-4-20250514,Yoruba,Decent Work and Economic Growth,47,2025-11-25T21:26:50.806900,Iṣẹ to dara ati idagbasoke eto-ọrọ ajẹ jẹ pataki fun awujọ wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Decent_Work_and_Economic_Growth-46,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
IP-7352,claude-sonnet-4-20250514,Yoruba,Disasters and Accidents,7,2025-11-25T21:26:50.723641,Iná náà jó ilé àgbà wa ní alẹ́ àná.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Disasters_and_Accidents-6,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,
FQ-7056,claude-sonnet-4-20250514,Yoruba,Disasters and Accidents,13,2025-11-25T21:26:50.773169,Iná náà jó gbogbo ilé tí ó wà ní àgbègbè náà.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Disasters_and_Accidents-12,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,
FE-7104,claude-sonnet-4-20250514,Yoruba,Disasters and Accidents,19,2025-11-25T21:26:50.773413,Iná náá jó ilé wa ní àárọ̀ òní.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Disasters_and_Accidents-18,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
WG-3187,claude-sonnet-4-20250514,Yoruba,Disasters and Accidents,43,2025-11-25T21:26:50.774486,Iná náà jó ilé wa láàárọ̀ àná.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Disasters_and_Accidents-42,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
KD-0979,claude-sonnet-4-20250514,Yoruba,Disasters and Accidents,48,2025-11-25T21:26:50.774659,Ina jona ile naa ni ale ana si gbogbo eniyan sa lo.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Disasters_and_Accidents-47,claude-sonnet-4-20250514,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,No – No Critical Error (The output is a valid sentence in the target language),,,3,3,3,0,
FC-5835,claude-sonnet-4-20250514,Yoruba,Entertainment,10,2025-11-25T21:26:50.775053,Awon orin aladun yii n mu mi ni idunnu pupو.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Entertainment-9,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,Awon orin aladun yii n mu mi ni idunnu pupo,6,6,7,0,
UA-3446,claude-sonnet-4-20250514,Yoruba,Entertainment,11,2025-11-25T21:26:50.775085,Awa n wo ere itan lori telebision ni ale yii.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Entertainment-10,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
SX-4596,claude-sonnet-4-20250514,Yoruba,Entertainment,17,2025-11-25T21:26:50.775333,Awon orin aladun yii n mu mi laraya pupọ ni alẹ yii.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Entertainment-16,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
IR-8319,claude-sonnet-4-20250514,Yoruba,Entertainment,27,2025-11-25T21:26:50.775663,Awọn ọmọde n gbadun ere idaraya ni papa isere.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Entertainment-26,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,6,6,0,
ED-3424,claude-sonnet-4-20250514,Yoruba,Entertainment,32,2025-11-25T21:26:50.775825,Awọn orin Yoruba ti wa ni gbogbo ayeye ni Lagos loni.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Entertainment-31,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,5,0,
SD-2896,claude-sonnet-4-20250514,Yoruba,Environment,7,2025-11-25T21:26:50.776694,Gbogbo wa ni o ye ki a toju ayika wa daradara.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Environment-6,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
KS-9949,claude-sonnet-4-20250514,Yoruba,Environment,11,2025-11-25T21:26:50.776838,Awọn igi n gbe omi kuro ninu afẹfẹ lati mu ki oju ọrun tutù.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Environment-10,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
VP-3203,claude-sonnet-4-20250514,Yoruba,Environment,18,2025-11-25T21:26:50.777751,Gbogbo wa ni o ye ki a toju ayika wa si fun awon omo wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Environment-17,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
GC-9222,claude-sonnet-4-20250514,Yoruba,Environment,29,2025-11-25T21:26:50.778137,Gbogbo wa ni o ye ki a toju ayika wa lati pa eda abemi mo.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Environment-28,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
PA-5102,claude-sonnet-4-20250514,Yoruba,Environment,46,2025-11-25T21:26:50.778783,Gbọdọ wa tọju ayika wa lati gba awọn iran to nbọ la.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Environment-45,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
QZ-7675,claude-sonnet-4-20250514,Yoruba,Gender Equality,7,2025-11-25T21:26:50.800681,Obinrin ati okunrin ni o ye ki won ni anfani dogba ninu gbogbo eto.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Gender_Equality-6,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
JQ-1386,claude-sonnet-4-20250514,Yoruba,Gender Equality,35,2025-11-25T21:26:50.801503,Obinrin ati okunrin ni o ye ki won ni eto dogba ninu awujo.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Gender_Equality-34,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
MY-6754,claude-sonnet-4-20250514,Yoruba,Gender Equality,36,2025-11-25T21:26:50.801533,Àwọn obìnrin àti àwọn ọkùnrin ní ẹ̀tọ́ kan náà láti ní àǹfààní ìgbésí ayé.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Gender_Equality-35,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",It's not Yoruba Language,,1,1,1,1,
QK-8193,claude-sonnet-4-20250514,Yoruba,Gender Equality,40,2025-11-25T21:26:50.801647,Obinrin ati okunrin ni o ye ki won ni eto to dọgba ninu gbogbo ọna.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Gender_Equality-39,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
FU-4268,claude-sonnet-4-20250514,Yoruba,Gender Equality,43,2025-11-25T21:26:50.801731,Obinrin ati okunrin gbọdọ ni anfani dogba ni gbogbo ọna.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Gender_Equality-42,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
OP-4186,claude-sonnet-4-20250514,Yoruba,Global Partnerships,9,2025-11-25T21:26:50.819680,Awọn orilẹ-ede gbogbo ni o gbọdọ ṣiṣẹ papọ lati mu idagbasoke wa si ayé.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Global_Partnerships-8,claude-sonnet-4-20250514,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,7,6,0,
UL-2057,claude-sonnet-4-20250514,Yoruba,Global Partnerships,25,2025-11-25T21:26:50.820181,Ajọṣepọ agbaye yii ṣe pataki fun idagbasoke awọn orilẹ-ede kekere.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Global_Partnerships-24,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,5,0,
YV-5639,claude-sonnet-4-20250514,Yoruba,Global Partnerships,32,2025-11-25T21:26:50.820383,Àjọṣepọ̀ àgbáyé ń mú kí àwọn orílẹ̀-èdè bá ara wọn ṣiṣẹ́ pọ̀.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Global_Partnerships-31,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
RG-6520,claude-sonnet-4-20250514,Yoruba,Global Partnerships,39,2025-11-25T21:26:50.820580,Ajọṣepọ agbaye n mu idagbasoke wa si iwaju ni gbogbo agbegbe.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Global_Partnerships-38,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
GO-5830,claude-sonnet-4-20250514,Yoruba,Global Partnerships,50,2025-11-25T21:26:50.820923,Àwọn orílẹ̀-èdè gbogbo gbọdọ̀ ṣiṣẹ́ papọ̀ láti mú ìdàgbàsókè bá ayé.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Global_Partnerships-49,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
SJ-5154,claude-sonnet-4-20250514,Yoruba,Good Health and Well-Being,4,2025-11-25T21:26:50.797511,Ilera rere ni ohun pataki julọ ninu igbesi aye eniyan.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Good_Health_and_Well-Being-3,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
QA-9404,claude-sonnet-4-20250514,Yoruba,Good Health and Well-Being,11,2025-11-25T21:26:50.797712,Ilera to dara ni ipile ayeraye pipe fun gbogbo eniyan.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Good_Health_and_Well-Being-10,claude-sonnet-4-20250514,4 - Neutral / Neither easy nor difficult to read,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,4,5,5,0,
UP-6044,claude-sonnet-4-20250514,Yoruba,Good Health and Well-Being,15,2025-11-25T21:26:50.797831,Ilera ti o dara ni ipile ayeraye gigun ati idunnu aye.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Good_Health_and_Well-Being-14,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
UB-9079,claude-sonnet-4-20250514,Yoruba,Good Health and Well-Being,39,2025-11-25T21:26:50.798570,Ilera to dara ni ohun pataki julọ ninu aye wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Good_Health_and_Well-Being-38,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
UO-7278,claude-sonnet-4-20250514,Yoruba,Good Health and Well-Being,41,2025-11-25T21:26:50.798628,Ilera rere ni ohun ti o se pataki julọ ninu igbesi aye wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Good_Health_and_Well-Being-40,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
ZD-0509,claude-sonnet-4-20250514,Yoruba,Health,12,2025-11-25T21:26:50.779435,Ilera jẹ ohun pataki julọ ninu aye eniyan.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Health-11,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
WE-2216,claude-sonnet-4-20250514,Yoruba,Health,18,2025-11-25T21:26:50.779716,Ilera ti ara ati emi ni ohun pataki julọ ninu aye wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Health-17,claude-sonnet-4-20250514,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
DB-7051,claude-sonnet-4-20250514,Yoruba,Health,21,2025-11-25T21:26:50.779818,Ilera jẹ ọrọ pataki julọ ninu ayé wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Health-20,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
RI-3905,claude-sonnet-4-20250514,Yoruba,Health,27,2025-11-25T21:26:50.780026,Ilera jẹ ohun pataki julọ ninu igbesi aye wa.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Health-26,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
VK-2958,claude-sonnet-4-20250514,Yoruba,Health,29,2025-11-25T21:26:50.780093,Ilera jẹ ọrọ pataki julọ ninu ayẹ eniyan.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-Health-28,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
AV-6601,claude-sonnet-4-20250514,Yoruba,History,6,2025-11-25T21:26:50.781047,Itan awon baba wa ni o ko wa ni asa ati ise to dara.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-History-5,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
GY-8241,claude-sonnet-4-20250514,Yoruba,History,9,2025-11-25T21:26:50.781147,Itan awon baba wa ni a gbodo ma ranți nigbagbogbo.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-History-8,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
FO-0493,claude-sonnet-4-20250514,Yoruba,History,10,2025-11-25T21:26:50.781180,Awọn baba wa ti kọ itan pataki fun wa lati kọ ẹkọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-History-9,claude-sonnet-4-20250514,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
WQ-6204,claude-sonnet-4-20250514,Yoruba,History,20,2025-11-25T21:26:50.781570,Awon baba wa ni won kọ ilu Ife ni igba atijọ.,msgbatch_013YSRiW6Z3NCCKyVi3VcP99,Yoruba-History-19,claude-sonnet-4-20250514,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
